grammar, P1=0, P1=1, P1=*, P1=~, P2=0, P2=1, P2=*, P2=~, P3=0, P3=1, P3=*, P3=~, P4=0, P4=1, P4=*, P4=~, P5=0, P5=1, P5=*, P5=~, P6=0, P6=1, P6=*, P6=~, P7=0, P7=1, P7=*, P7=~, P8=0, P8=1, P8=*, P8=~, P9=0, P9=1, P9=*, P9=~, P10=0, P10=1, P10=*, P10=~, P11=0, P11=1, P11=*, P11=~, P12=0, P12=1, P12=*, P12=~, P13=0, P13=1, P13=*, P13=~
5636, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 81, 0, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5637, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 81, 0, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5638, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 81, 0, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5639, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 81, 0, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5644, 0, 1348, 337, 43, 1577, 0, 77, 74, 0, 1657, 35, 36, 0, 41, 846, 841, 0, 0, 0, 1728, 41, 0, 784, 903, 828, 0, 130, 770, 164, 0, 119, 1445, 637, 0, 539, 552, 0, 937, 29, 762, 0, 401, 1291, 36, 937, 0, 29, 762, 0, 0, 1260, 468
5645, 0, 1348, 337, 43, 1577, 0, 77, 74, 0, 1657, 35, 36, 0, 41, 846, 841, 0, 0, 0, 1728, 41, 0, 784, 903, 828, 0, 130, 770, 164, 0, 119, 1445, 637, 0, 539, 552, 0, 937, 29, 762, 0, 401, 1291, 36, 937, 0, 29, 762, 0, 0, 1260, 468
5668, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 0, 81, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5669, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 0, 81, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5670, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 0, 81, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5671, 0, 582, 144, 36, 748, 0, 7, 7, 0, 725, 1, 36, 0, 21, 309, 432, 0, 0, 0, 762, 21, 0, 291, 450, 366, 0, 38, 358, 0, 81, 33, 648, 324, 0, 150, 288, 0, 0, 0, 762, 0, 179, 547, 36, 0, 0, 0, 762, 0, 0, 546, 216
5676, 0, 1319, 330, 43, 1534, 0, 84, 74, 0, 1624, 32, 36, 0, 41, 819, 832, 0, 0, 0, 1692, 41, 0, 757, 894, 814, 0, 125, 753, 0, 155, 103, 1434, 632, 0, 519, 541, 0, 904, 26, 762, 0, 392, 1264, 36, 904, 0, 26, 762, 0, 0, 1236, 456
5677, 0, 1319, 330, 43, 1534, 0, 84, 74, 0, 1624, 32, 36, 0, 41, 819, 832, 0, 0, 0, 1692, 41, 0, 757, 894, 814, 0, 125, 753, 0, 155, 103, 1434, 632, 0, 519, 541, 0, 904, 26, 762, 0, 392, 1264, 36, 904, 0, 26, 762, 0, 0, 1236, 456
5700, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 36, 0, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5701, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 36, 0, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5702, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 36, 0, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5703, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 36, 0, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5708, 0, 641, 171, 40, 761, 0, 41, 50, 0, 784, 32, 36, 0, 11, 369, 472, 0, 0, 0, 852, 11, 0, 350, 491, 0, 0, 91, 761, 72, 0, 44, 736, 268, 0, 248, 336, 0, 427, 29, 396, 0, 401, 415, 36, 427, 0, 29, 396, 0, 0, 384, 468
5709, 0, 641, 171, 40, 761, 0, 41, 50, 0, 784, 32, 36, 0, 11, 369, 472, 0, 0, 0, 852, 11, 0, 350, 491, 0, 0, 91, 761, 72, 0, 44, 736, 268, 0, 248, 336, 0, 427, 29, 396, 0, 401, 415, 36, 427, 0, 29, 396, 0, 0, 384, 468
5732, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 0, 36, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5733, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 0, 36, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5734, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 0, 36, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5735, 0, 288, 72, 36, 385, 0, 5, 6, 0, 359, 1, 36, 0, 6, 142, 248, 0, 0, 0, 396, 6, 0, 136, 254, 0, 0, 38, 358, 0, 36, 12, 348, 140, 0, 76, 180, 0, 0, 0, 396, 0, 179, 181, 36, 0, 0, 0, 396, 0, 0, 180, 216
5740, 0, 628, 168, 40, 741, 0, 45, 50, 0, 771, 29, 36, 0, 11, 359, 466, 0, 0, 0, 836, 11, 0, 340, 485, 0, 0, 90, 746, 0, 68, 38, 730, 266, 0, 240, 330, 0, 414, 26, 396, 0, 392, 408, 36, 414, 0, 26, 396, 0, 0, 380, 456
5741, 0, 628, 168, 40, 741, 0, 45, 50, 0, 771, 29, 36, 0, 11, 359, 466, 0, 0, 0, 836, 11, 0, 340, 485, 0, 0, 90, 746, 0, 68, 38, 730, 266, 0, 240, 330, 0, 414, 26, 396, 0, 392, 408, 36, 414, 0, 26, 396, 0, 0, 380, 456
5892, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 144, 0, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5893, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 144, 0, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5894, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 144, 0, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5895, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 144, 0, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5900, 0, 1348, 337, 1187, 2619, 0, 149, 104, 0, 2724, 100, 48, 0, 713, 846, 1313, 0, 672, 466, 1734, 713, 0, 1250, 909, 1252, 0, 184, 1436, 292, 0, 133, 2447, 1140, 0, 645, 1087, 0, 1554, 76, 1242, 0, 702, 2128, 42, 1554, 0, 76, 1242, 0, 0, 2041, 831
5901, 0, 1348, 337, 1187, 2619, 0, 149, 104, 0, 2724, 100, 48, 0, 713, 846, 1313, 0, 672, 466, 1734, 713, 0, 1250, 909, 1252, 0, 184, 1436, 292, 0, 133, 2447, 1140, 0, 645, 1087, 0, 1554, 76, 1242, 0, 702, 2128, 42, 1554, 0, 76, 1242, 0, 0, 2041, 831
5924, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 0, 144, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5925, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 0, 144, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5926, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 0, 144, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5927, 0, 582, 144, 510, 1214, 0, 13, 9, 0, 1195, 5, 36, 0, 347, 309, 580, 0, 326, 148, 762, 347, 0, 439, 450, 552, 0, 40, 644, 0, 144, 33, 1059, 578, 0, 154, 504, 0, 0, 0, 1236, 0, 319, 881, 36, 0, 0, 0, 1236, 0, 0, 876, 360
5932, 0, 1319, 330, 1159, 2543, 0, 161, 104, 0, 2670, 90, 48, 0, 705, 819, 1284, 0, 664, 446, 1698, 705, 0, 1203, 900, 1232, 0, 174, 1402, 0, 276, 112, 2420, 1131, 0, 617, 1060, 0, 1498, 68, 1242, 0, 686, 2080, 42, 1498, 0, 68, 1242, 0, 0, 2001, 807
5933, 0, 1319, 330, 1159, 2543, 0, 161, 104, 0, 2670, 90, 48, 0, 705, 819, 1284, 0, 664, 446, 1698, 705, 0, 1203, 900, 1232, 0, 174, 1402, 0, 276, 112, 2420, 1131, 0, 617, 1060, 0, 1498, 68, 1242, 0, 686, 2080, 42, 1498, 0, 68, 1242, 0, 0, 2001, 807
5956, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 72, 0, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5957, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 72, 0, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5958, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 72, 0, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5959, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 72, 0, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5964, 0, 641, 171, 716, 1359, 0, 95, 74, 0, 1392, 88, 48, 0, 448, 369, 711, 0, 437, 233, 858, 448, 0, 583, 497, 0, 0, 110, 1418, 144, 0, 52, 1332, 536, 0, 309, 683, 0, 762, 76, 690, 0, 702, 784, 42, 762, 0, 76, 690, 0, 0, 697, 831
5965, 0, 641, 171, 716, 1359, 0, 95, 74, 0, 1392, 88, 48, 0, 448, 369, 711, 0, 437, 233, 858, 448, 0, 583, 497, 0, 0, 110, 1418, 144, 0, 52, 1332, 536, 0, 309, 683, 0, 762, 76, 690, 0, 702, 784, 42, 762, 0, 76, 690, 0, 0, 697, 831
5988, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 0, 72, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5989, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 0, 72, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5990, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 0, 72, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5991, 0, 288, 72, 324, 665, 0, 11, 8, 0, 643, 5, 36, 0, 218, 142, 324, 0, 212, 76, 396, 218, 0, 212, 254, 0, 0, 40, 644, 0, 72, 12, 600, 280, 0, 80, 324, 0, 0, 0, 684, 0, 319, 329, 36, 0, 0, 0, 684, 0, 0, 324, 360
5996, 0, 628, 168, 700, 1319, 0, 103, 74, 0, 1368, 80, 48, 0, 442, 359, 695, 0, 431, 223, 842, 442, 0, 563, 491, 0, 0, 108, 1388, 0, 136, 44, 1316, 532, 0, 297, 667, 0, 738, 68, 690, 0, 686, 768, 42, 738, 0, 68, 690, 0, 0, 689, 807
5997, 0, 628, 168, 700, 1319, 0, 103, 74, 0, 1368, 80, 48, 0, 442, 359, 695, 0, 431, 223, 842, 442, 0, 563, 491, 0, 0, 108, 1388, 0, 136, 44, 1316, 532, 0, 297, 667, 0, 738, 68, 690, 0, 686, 768, 42, 738, 0, 68, 690, 0, 0, 689, 807
7172, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 45, 0, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7173, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 45, 0, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7174, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 45, 0, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7175, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 45, 0, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7180, 0, 852, 301, 39, 0, 1107, 56, 29, 0, 1075, 81, 36, 0, 0, 640, 552, 0, 0, 0, 1192, 0, 0, 562, 630, 516, 0, 140, 536, 86, 0, 74, 1032, 376, 0, 640, 176, 0, 559, 21, 612, 0, 204, 952, 36, 559, 0, 21, 612, 0, 0, 872, 320
7181, 0, 852, 301, 39, 0, 1107, 56, 29, 0, 1075, 81, 36, 0, 0, 640, 552, 0, 0, 0, 1192, 0, 0, 562, 630, 516, 0, 140, 536, 86, 0, 74, 1032, 376, 0, 640, 176, 0, 559, 21, 612, 0, 204, 952, 36, 559, 0, 21, 612, 0, 0, 872, 320
7204, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 0, 45, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7205, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 0, 45, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7206, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 0, 45, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7207, 0, 432, 144, 36, 0, 600, 9, 3, 0, 540, 36, 36, 0, 0, 315, 297, 0, 0, 0, 612, 0, 0, 276, 336, 258, 0, 69, 285, 0, 45, 33, 534, 192, 0, 315, 105, 0, 0, 0, 612, 0, 105, 471, 36, 0, 0, 0, 612, 0, 0, 435, 177
7212, 0, 852, 301, 39, 0, 1111, 52, 29, 0, 1075, 81, 36, 0, 0, 640, 552, 0, 0, 0, 1192, 0, 0, 562, 630, 516, 0, 140, 536, 0, 90, 70, 1032, 376, 0, 640, 176, 0, 559, 21, 612, 0, 204, 952, 36, 559, 0, 21, 612, 0, 0, 872, 320
7213, 0, 852, 301, 39, 0, 1111, 52, 29, 0, 1075, 81, 36, 0, 0, 640, 552, 0, 0, 0, 1192, 0, 0, 562, 630, 516, 0, 140, 536, 0, 90, 70, 1032, 376, 0, 640, 176, 0, 559, 21, 612, 0, 204, 952, 36, 559, 0, 21, 612, 0, 0, 872, 320
7236, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 18, 0, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7237, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 18, 0, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7238, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 18, 0, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7239, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 18, 0, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7244, 0, 483, 154, 39, 0, 612, 39, 25, 0, 559, 81, 36, 0, 0, 348, 328, 0, 0, 0, 676, 0, 0, 318, 358, 0, 0, 140, 536, 34, 0, 35, 607, 152, 0, 348, 176, 0, 301, 21, 354, 0, 204, 436, 36, 301, 0, 21, 354, 0, 0, 356, 320
7245, 0, 483, 154, 39, 0, 612, 39, 25, 0, 559, 81, 36, 0, 0, 348, 328, 0, 0, 0, 676, 0, 0, 318, 358, 0, 0, 140, 536, 34, 0, 35, 607, 152, 0, 348, 176, 0, 301, 21, 354, 0, 204, 436, 36, 301, 0, 21, 354, 0, 0, 356, 320
7268, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 0, 18, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7269, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 0, 18, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7270, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 0, 18, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7271, 0, 246, 72, 36, 0, 344, 7, 3, 0, 282, 36, 36, 0, 0, 171, 183, 0, 0, 0, 354, 0, 0, 156, 198, 0, 0, 69, 285, 0, 18, 15, 321, 78, 0, 171, 105, 0, 0, 0, 354, 0, 105, 213, 36, 0, 0, 0, 354, 0, 0, 177, 177
7276, 0, 483, 154, 39, 0, 614, 37, 25, 0, 559, 81, 36, 0, 0, 348, 328, 0, 0, 0, 676, 0, 0, 318, 358, 0, 0, 140, 536, 0, 36, 33, 607, 152, 0, 348, 176, 0, 301, 21, 354, 0, 204, 436, 36, 301, 0, 21, 354, 0, 0, 356, 320
7277, 0, 483, 154, 39, 0, 614, 37, 25, 0, 559, 81, 36, 0, 0, 348, 328, 0, 0, 0, 676, 0, 0, 318, 358, 0, 0, 140, 536, 0, 36, 33, 607, 152, 0, 348, 176, 0, 301, 21, 354, 0, 204, 436, 36, 301, 0, 21, 354, 0, 0, 356, 320
7684, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 45, 0, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7685, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 45, 0, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7686, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 45, 0, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7687, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 45, 0, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7692, 0, 1804, 337, 43, 0, 1957, 153, 74, 0, 2047, 101, 36, 0, 0, 1560, 624, 0, 0, 0, 2184, 0, 0, 1368, 816, 954, 0, 342, 888, 86, 0, 180, 1918, 376, 0, 1543, 265, 0, 1042, 38, 1104, 0, 467, 1681, 36, 1042, 0, 38, 1104, 0, 0, 1584, 600
7693, 0, 1804, 337, 43, 0, 1957, 153, 74, 0, 2047, 101, 36, 0, 0, 1560, 624, 0, 0, 0, 2184, 0, 0, 1368, 816, 954, 0, 342, 888, 86, 0, 180, 1918, 376, 0, 1543, 265, 0, 1042, 38, 1104, 0, 467, 1681, 36, 1042, 0, 38, 1104, 0, 0, 1584, 600
7716, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 0, 45, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7717, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 0, 45, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7718, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 0, 45, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7719, 0, 924, 144, 36, 0, 1068, 29, 7, 0, 1032, 36, 36, 0, 0, 771, 333, 0, 0, 0, 1104, 0, 0, 675, 429, 477, 0, 168, 459, 0, 45, 81, 978, 192, 0, 762, 150, 0, 0, 0, 1104, 0, 243, 825, 36, 0, 0, 0, 1104, 0, 0, 789, 315
7724, 0, 1804, 337, 43, 0, 1961, 149, 74, 0, 2047, 101, 36, 0, 0, 1560, 624, 0, 0, 0, 2184, 0, 0, 1368, 816, 954, 0, 342, 888, 0, 90, 176, 1918, 376, 0, 1543, 265, 0, 1042, 38, 1104, 0, 467, 1681, 36, 1042, 0, 38, 1104, 0, 0, 1584, 600
7725, 0, 1804, 337, 43, 0, 1961, 149, 74, 0, 2047, 101, 36, 0, 0, 1560, 624, 0, 0, 0, 2184, 0, 0, 1368, 816, 954, 0, 342, 888, 0, 90, 176, 1918, 376, 0, 1543, 265, 0, 1042, 38, 1104, 0, 467, 1681, 36, 1042, 0, 38, 1104, 0, 0, 1584, 600
